DataStatus,EastM,NorthM,PredictedProbability
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,850,0.022766572759375596
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,950,0.022168596786858338
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-950,0.014718657349430902
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-850,0.09024452394748769
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-750,0.15700641878177785
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-650,0.33043020284772917
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-550,0.5725586567874005
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-450,0.6202052552147707
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-350,0.4232251102916357
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-250,0.17690028961643572
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-150,0.04512153756319549
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,-50,0.06148422099024633
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,50,0.12860393914703014
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,150,0.34306287956992676
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,250,0.6139270685190263
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,350,0.7684463515682068
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,450,0.7473353577056802
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,550,0.5361977368374284
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,650,0.25187059770074804
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,750,0.0965003172306779
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,850,0.06408750377454048
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,450,950,0.012494409550926355
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-950,0.022209834369627156
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-850,0.037800880320310086
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-750,0.1180191662422898
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-650,0.18755247536114072
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-550,0.2690030918327407
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-450,0.32562736248855106
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-350,0.21454461119101528
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-250,0.10677833307175635
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-150,0.047658925441970666
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,-50,0.0693120936715691
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,50,0.21003620931495876
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,150,0.3420193248814481
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,250,0.6969585373540952
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,350,0.9108092363258424
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,450,0.8194815478654749
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,550,0.5832056751286854
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,650,0.3087924709727678
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,750,0.10108079635794924
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,850,0.0256612921367146
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,550,950,0.017087242110397985
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-950,0.04609484867930426
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-850,0.022888083629306905
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-750,0.04081141502908719
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-650,0.07294849219769049
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-550,0.09864716591026165
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-450,0.08998151133147193
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-350,0.06297179275253169
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-250,0.04966003675681139
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-150,0.006824968945998825
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,-50,0.044239244979666144
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,50,0.1339806888476756
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,150,0.3234979368524634
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,250,0.5767891476170026
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,350,0.7587587514663284
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,450,0.7379323743078182
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,550,0.5026255548646613
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,650,0.24145284240739776
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,750,0.09408824640534923
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,850,0.06770920604383228
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,650,950,0.051045873751094054
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-950,0.0018962285700365317
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-850,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-750,0.007782369695244585
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-650,0.02513158137981203
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-550,0.040530216922594633
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-450,0.05193012326456008
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-350,0.027371459213590965
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-250,0.04193018280223305
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-150,0.03719870939961134
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,-50,0.002371018870351904
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,50,0.09821473771213711
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,150,0.17920998506932045
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,250,0.3515095571668467
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,350,0.45703764891439536
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,450,0.430568116735083
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,550,0.28673220671685673
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,650,0.1502664246019423
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,750,0.07183319469822594
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,850,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,750,950,0.04759526488609937
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-950,0.05016997921825592
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-850,0.030708972917935687
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-750,0.021299011532677502
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-650,0.021892725167950888
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-550,0.013462511714414486
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-450,0.02023231791393703
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-350,0.0467531750173118
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-250,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-150,0.034301191289237
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,-50,0.008332089949723162
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,50,0.05972226875889203
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,150,0.08964608510777483
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,250,0.13479054252077077
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,350,0.22990617694864413
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,450,0.18148566476870573
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,550,0.1485214193475831
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,650,0.041846408786931646
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,750,0.023848018102488943
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,850,0.03238399721148346
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,850,950,0.04125765830785526
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-950,0.0214442784491401
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-850,0.024453479728165205
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-750,0.03668984630032347
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-650,0.03933557402633252
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-550,0.037626541758598815
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-450,0.013742868264460594
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-350,0.03719002613559812
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-250,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-150,0.004572580372073868
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,-50,0.03281605381391887
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,50,0.00574468399538304
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,150,0.02258089333776566
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,250,0.06996187693867989
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,350,0.06859090606528707
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,450,0.08101608643890626
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,550,0.05269576769656569
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,650,0.015791936380471435
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,750,0.031648786103440164
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,850,0.0019230449079074494
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,950,950,0.022416407783595008
